0.0007774755	122.930183727
0.0019425565	312.4173228346
0.0027185237	521.0997375328
0.0031062816	592.3884514436
0.0034938893	635.2866141732
0.0046558115	669.2503937008
0.0058163853	689.0354330709
0.0073617248	709.13832021
0.0092900469	720.0440944882
0.0108300318	730.705511811
0.0131355716	741.9658792651
0.0154358081	748.4724409449
0.0165839453	754.1356955381
0.0181127471	760.1002624672
0.0204015764	766.6637795276
0.0223049405	772.9553805774
0.0234452225	778.6737532808
0.0253428077	780.1527559055
0.0264796328	785.8913385827
0.027615167	786.7842519685
0.0287494133	787.6771653543
0.0298823745	793.4377952756
0.0310140535	794.3362204724
0.0321444533	795.2346456693
0.0340256181	801.6199475066
0.0355280061	802.8251968504
0.0366533176	803.7291338583
0.038151766	804.9343832021
0.0422609587	813.1771653543
0.043751034	814.3897637795
0.0452388923	815.6023622047
0.0474665372	817.4212598425
0.0496892308	819.2401574803
0.0511682866	820.4527559055
0.0533827766	817.2881889764
0.0544881853	818.1921259843
0.0559601654	819.3973753281
